time,app_me020666666666666667mory,battery_power,last_update_trigger,light_sensor,active_notification_count,pressure_sensor,battery_temperature,screen_brightness,device_locked,wifi_link_speed,interactive,doze_mode,battery_level,wifi_signal_strength,total_tx_gb,wifi_frequency,app_rx_gb,app_tx_gb,last_used_app,total_rx_gb,detected_activity,proximity_sensor,steps_sensor,headphones,volume_level_call,volume_level_music,volume_level_accessibility,music_active,wifi_connection,network_type,mobile_rx_gb,mobile_tx_gb,audio_mode,phone_state,volume_level_system,bluetooth_connection,bluetooth_state,battery_state,is_charging,charger_type,battery_health,ble_transmitter,do_not_disturb_sensor,screen_off_timeout,speakerphone,mobile_data,wifi_state,power_save,device_id
2023-01-28 03:45:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 04:00:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 04:15:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 04:30:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 04:45:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 05:00:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 05:15:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 05:30:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 05:45:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 06:00:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 06:15:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 06:30:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 06:45:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 07:00:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 07:15:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 07:30:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 07:45:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 08:00:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 08:15:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 08:30:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 08:45:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 09:00:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 09:15:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 09:30:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 09:45:00,0.019,-0.01,android.intent.action.SCREEN_ON,0,6,0,24.7,15,off,0,on,off,51,-1,1.392,0,0.0552,0.0294,com.sec.android.app.launcher,44.996,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.762,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 10:00:00,0.019,-0.01,android.intent.action.SCREEN_ON,307,5,0,23.6,158,off,0,on,off,50,-1,1.392,0,0.0552,0.0295,com.sec.android.app.launcher,44.998,tilting,0,12783,off,0,0,1,off,MEO-CASA2D,cellular,2.764,0.107,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 10:15:00,0.023399999999999997,-0.002,android.intent.action.PHONE_STATE,127.33333333333333,6,0,24.5,158,off,0,off,off,48.5,-1,1.394,0,0.0553,0.0296,com.samsung.android.incallui,45.00133333333334,walking,2.5,12784,off,0,0,1,off,MEO-CASA2D,cellular,2.767333333333333,0.109,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 10:30:00,0.026777777777777775,-0.003333333333333333,android.intent.action.SCREEN_ON,4559.111111111111,6,0,24.5,92,off,0,on,off,48.5,-1,1.394,0,0.0554,0.0296,com.samsung.android.incallui,45.004,still,2.5,12784,off,0,0,1,off,MEO-CASA2D,cellular,2.767333333333333,0.109,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 10:45:00,0.023000000000000003,-0.0033333333333333335,android.intent.action.SCREEN_ON,337.0,7,0,24.8,92,off,0,on,off,47,-1,1.395,0,0.0554,0.0296,com.samsung.android.incallui,45.009,tilting,2.5,12784,off,0,0,1,off,MEO-CASA2D,cellular,2.775,0.11,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 11:00:00,0.030333333333333334,0,android.intent.action.SCREEN_ON,135.0,7,0,25.7,92,off,0,on,off,46,-1,1.396,0,0.0555,0.0296,com.samsung.android.incallui,45.016,unknown,2.5,12784,off,0,11,11,off,MEO-CASA2D,cellular,2.781,0.11,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 11:15:00,0.019,0.0,android.intent.action.SCREEN_ON,271,8,0,25.7,92,off,0,on,off,46,-1,1.396,0,0.0555,0.0297,com.samsung.android.incallui,45.016,unknown,2.5,12784,off,0,11,11,off,MEO-CASA2D,cellular,2.782,0.111,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 11:30:00,0.0185,-0.005,android.intent.action.SCREEN_ON,1320.75,8.666666666666666,0,23.65,255,off,0,on,off,44,-1,1.397,0,0.0555,0.0298,com.samsung.android.incallui,45.031,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.797,0.112,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 11:45:00,0.023,0.0,android.intent.action.SCREEN_ON,108,8.666666666666666,0,25.2,255,off,0,on,off,44,-1,1.397,0,0.0556,0.0298,com.samsung.android.incallui,45.032,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.797,0.112,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 12:00:00,0.026,0.0,android.intent.action.SCREEN_ON,106,8.666666666666666,0,27.4,255,off,0,on,off,44,-1,1.397,0,0.0556,0.0298,com.samsung.android.incallui,45.032,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.797,0.112,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 12:15:00,0.019,0.0,android.intent.action.SCREEN_ON,0,8.666666666666666,0,28.5,255,off,0,on,off,44,-1,1.397,0,0.0557,0.0298,com.samsung.android.incallui,45.032,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.798,0.112,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 12:30:00,0.022,0.0,android.intent.action.SCREEN_ON,0,8.666666666666666,0,28.3,255,off,0,on,off,43,-1,1.398,0,0.0558,0.0298,com.samsung.android.incallui,45.032,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.798,0.112,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 12:45:00,0.026,0.0,android.intent.action.SCREEN_ON,3,8.666666666666666,0,28.3,255,off,0,on,off,43,-1,1.398,0,0.0558,0.0298,com.samsung.android.incallui,45.032,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.798,0.112,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 13:00:00,0.029,0.0,android.intent.action.SCREEN_ON,0,8.666666666666666,0,27.2,255,off,0,on,off,43,-1,1.398,0,0.0558,0.0299,com.samsung.android.incallui,45.033,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.798,0.113,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 13:15:00,0.023777777777777776,-0.005,android.intent.action.SCREEN_ON,116.25,12,0,27.425000000000004,41,off,0,on,off,41.5,-1,1.399,0,0.0559,0.03,com.samsung.android.incallui,45.03666666666667,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.8022500000000004,0.114,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 13:30:00,0.028999999999999998,-0.01,SensorWorker,115.33333333333333,12,0,26.200000000000003,41,off,0,on,off,40,-1,1.399,0,0.0559,0.03,com.samsung.android.incallui,45.039,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.8022500000000004,0.114,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 13:45:00,0.0225,0.0,SensorWorker,93.5,11.0,0,26.05,41,off,0,on,off,39,-1,1.4,0,0.056,0.0301,com.samsung.android.incallui,45.045,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.808,0.115,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 14:00:00,0.03,0,android.intent.action.SCREEN_ON,58.333333333333336,11.0,0,26.3,41,off,0,on,off,38,-1,1.4,0,0.056,0.0302,com.samsung.android.incallui,45.049,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.815,0.115,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 14:15:00,0.02866666666666667,-0.0033333333333333335,android.intent.action.SCREEN_ON,646.8333333333334,11.0,0,24.4,87.0,off,0,on,off,37,-1,1.401,0,0.0561,0.0302,com.samsung.android.incallui,45.050999999999995,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.8165,0.116,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 14:30:00,0.0215,0,android.intent.action.SCREEN_OFF,316,11.0,0,22.4,87.0,off,0,on,off,36,-1,1.401,0,0.0561,0.0303,com.samsung.android.incallui,45.050999999999995,unknown,2.5,12785,off,0,11,11,off,MEO-CASA2D,cellular,2.818,0.116,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 14:45:00,0.016,0.0,android.intent.action.SCREEN_OFF,0,11.0,0,22.8,87.0,off,0,on,off,35,-1,1.401,0,0.0561,0.0303,com.samsung.android.incallui,45.050999999999995,unknown,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.818,0.116,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 15:00:00,0.021333333333333333,-0.0033333333333333335,android.intent.action.SCREEN_ON,1221.0,12.5,0,23.6,87.0,off,0,on,off,34,-1,1.401,0,0.0562,0.0303,com.samsung.android.incallui,45.050999999999995,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.818,0.116,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 15:15:00,0.0245,-0.005,android.intent.action.SCREEN_ON,2188.0,12.5,0,22.6,87.0,off,0,on,off,34,-1,1.401,0,0.0562,0.0304,com.samsung.android.incallui,45.050999999999995,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.818,0.116,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 15:30:00,0.0225,0,android.intent.action.SCREEN_OFF,512.5,12.5,0,22.85,87,off,0,on,off,32,-1,1.401,0,0.0563,0.0304,com.samsung.android.incallui,45.053,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.818,0.116,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 15:45:00,0.02,0.0,android.intent.action.SCREEN_OFF,68,12.5,0,26.1,87,off,0,on,off,31,-1,1.402,0,0.0564,0.0304,com.samsung.android.incallui,45.053,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.819,0.116,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 16:00:00,0.024999999999999998,-0.0033333333333333335,android.intent.action.SCREEN_ON,90.0,12.5,0,26.8,87,off,0,on,off,30,-1,1.402,0,0.0564,0.0304,com.samsung.android.incallui,45.054,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.82,0.116,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 16:15:00,0.03,0.0,android.intent.action.SCREEN_ON,0,12.5,0,25.8,87,off,0,on,off,29,-1,1.402,0,0.0565,0.0304,com.samsung.android.incallui,45.055,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.82,0.117,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 16:30:00,0.0196,-0.0025,android.intent.action.SCREEN_ON,168.25,12.5,0,21.025,87,off,0,on,off,27.5,-1,1.402,0,0.0565,0.0305,com.sec.android.app.camera,45.055,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.821,0.117,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 16:45:00,0.021399999999999995,-0.004,android.intent.action.SCREEN_ON,26.5,4,0,17.724999999999998,27,off,0,on,off,26,-1,1.403,0,0.0566,0.0305,com.google.android.gm,45.0565,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.8225,0.118,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 17:00:00,0.021399999999999995,-0.004,android.intent.action.SCREEN_ON,26.5,4,0,17.724999999999998,27,off,0,on,off,26,-1,1.403,0,0.0566,0.0305,com.google.android.gm,45.0565,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.8225,0.118,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 17:15:00,0.028666666666666663,0,SensorWorker,59.0,5,0,18.2,27,off,0,on,off,25,-1,1.403,0,0.0566,0.0305,com.sec.android.app.launcher,45.058,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.8225,0.118,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 17:30:00,0.02,0.0,SensorWorker,89,5,0,17.8,27,off,0,on,off,24,-1,1.403,0,0.0567,0.0306,com.sec.android.app.launcher,45.058,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.8225,0.118,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 17:45:00,0.028,-0.0033333333333333335,android.intent.action.SCREEN_ON,105.33333333333333,5.0,0,21.95,27,off,0,on,off,23,-1,1.404,0,0.0567,0.0306,com.sec.android.app.launcher,45.063,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.827,0.119,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 18:00:00,0.034,0.0,android.intent.action.SCREEN_ON,2,5.0,0,21.95,27,off,0,on,off,23,-1,1.405,0,0.0567,0.0306,com.sec.android.app.launcher,45.063,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.83,0.119,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 18:15:00,0.020499999999999997,0,android.intent.action.SCREEN_ON,52.0,4.5,0,21.95,27,off,0,on,off,22,-1,1.405,0,0.0567,0.0306,com.sec.android.app.launcher,45.063,walking,2.5,12786,off,0,11,11,off,MEO-CASA2D,cellular,2.83,0.119,ringing,ringing,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,SMA336B
2023-01-28 18:30:00,0.02885714285714286,-0.0014285714285714286,android.media.action.SPEAKERPHONE_STATE_CHANGED,28.25,1.5,0,25.96666666666667,27,off,0,on,off,20.5,-1,1.4129999999999998,0,0.0568,0.0307,com.whatsapp,45.073499999999996,walking,2.5,12786,off,5.0,11,11,off,MEO-CASA2D,cellular,2.839,0.12533333333333332,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 18:45:00,0.024,-0.005,android.intent.action.SCREEN_ON,55.0,1.5,0,28.2,27,off,0,on,off,19,-1,1.419,0,0.0568,0.0307,com.whatsapp,45.111,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,2.877,0.134,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 19:00:00,0.03,-0.0025,android.intent.action.SCREEN_OFF,57.75,1.5,0,29.05,27,on,0,off,off,17,-1,1.421,0,0.0569,0.0307,com.whatsapp,45.2335,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,2.9989999999999997,0.1355,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 19:15:00,0.035,0.0,android.intent.action.SCREEN_OFF,4,2,0,27.5,27,on,0,off,off,16,-1,1.421,0,0.0569,0.0307,com.whatsapp,45.2335,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,2.9989999999999997,0.1355,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 19:30:00,0.025,-0.002,android.intent.action.SCREEN_ON,49.25,1,0,26.4,27,off,0,on,off,16,-1,1.421,0,0.0569,0.0308,com.whatsapp,45.238,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,3.003,0.1355,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 19:45:00,0.0315,0,android.intent.action.SCREEN_ON,63,1,0,25.3,27,off,0,on,off,16,-1,1.421,0,0.0569,0.0308,com.whatsapp,45.239,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,3.005,0.1355,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 20:00:00,0.037000000000000005,0,SensorWorker,28.666666666666668,2.5,0,24.0,27,off,0,on,off,15,-1,1.422,0,0.057,0.0308,com.whatsapp,45.239,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,3.005,0.1355,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 20:15:00,0.022,0.0,SensorWorker,43,5,0,24.0,27,off,0,on,off,15,-1,1.422,0,0.057,0.0308,com.whatsapp,45.239,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,3.005,0.1355,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 20:30:00,0.028,0.0,SensorWorker,44,7,0,24.0,27,off,0,on,off,15,-1,1.422,0,0.057,0.0308,com.whatsapp,45.239,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,3.005,0.137,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 20:45:00,0.031,0.0,SensorWorker,43,6,0,24.0,27,off,0,on,off,15,-1,1.422,0,0.057,0.0308,com.whatsapp,45.239,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,3.005,0.137,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
2023-01-28 21:00:00,0.031,0.0,SensorWorker,43,6,0,24.0,27,off,0,on,off,15,-1,1.422,0,0.057,0.0308,com.whatsapp,45.239,walking,2.5,12786,off,5.0,0,1,off,MEO-CASA2D,cellular,3.005,0.137,in_communication,offhook,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,on,off,off,off,SMA336B
