last_updated,entity_id,state
2023-01-16 18:56:12.516074,sensor.cph2371_battery_temperature,20.9
2023-01-16 18:56:12.540050,sensor.cph2371_battery_power,0.0
2023-01-16 18:56:12.678860,sensor.cph2371_geocoded_location,"Av. Mal. Humberto Delgado 112, 4760-012 Vila Nova de Famalicão, Portugal"
2023-01-16 19:06:09.108436,device_tracker.cph2371,home
2023-01-16 19:11:13.067682,sensor.cph2371_battery_level,72
2023-01-16 19:11:13.068720,sensor.cph2371_battery_temperature,20.5
2023-01-16 19:11:13.069631,sensor.cph2371_battery_power,0.0
2023-01-16 19:30:38.860077,device_tracker.cph2371,home
2023-01-16 19:34:48.937125,sensor.cph2371_battery_temperature,20.9
2023-01-16 19:34:48.964066,sensor.cph2371_battery_power,0.0
2023-01-16 19:49:59.358996,sensor.cph2371_battery_level,71
2023-01-16 19:49:59.360064,sensor.cph2371_battery_temperature,22.0
2023-01-16 19:49:59.360910,sensor.cph2371_battery_power,0.0
2023-01-16 19:50:40.203069,sensor.cph2371_battery_temperature,22.5
2023-01-16 19:50:40.204155,sensor.cph2371_battery_power,0.0
2023-01-16 19:50:40.204981,sensor.cph2371_last_update_trigger,android.net.wifi.STATE_CHANGE
2023-01-16 19:53:23.758787,device_tracker.cph2371,home
2023-01-16 19:53:55.189804,device_tracker.cph2371,home
2023-01-16 19:54:01.262468,device_tracker.cph2371,home
2023-01-16 19:54:06.158857,device_tracker.cph2371,home
2023-01-16 19:54:12.154756,device_tracker.cph2371,home
2023-01-16 19:54:18.163011,device_tracker.cph2371,home
2023-01-16 19:54:24.157402,device_tracker.cph2371,home
2023-01-16 19:54:30.290357,device_tracker.cph2371,home
2023-01-16 19:54:35.153357,device_tracker.cph2371,home
2023-01-16 19:54:40.151081,device_tracker.cph2371,home
2023-01-16 19:54:46.151305,device_tracker.cph2371,home
2023-01-16 19:54:51.334424,device_tracker.cph2371,home
2023-01-16 19:54:56.155572,device_tracker.cph2371,home
2023-01-16 19:55:01.153219,device_tracker.cph2371,home
2023-01-16 19:55:07.154240,device_tracker.cph2371,home
2023-01-16 19:55:13.448578,device_tracker.cph2371,home
2023-01-16 19:55:18.150282,device_tracker.cph2371,home
2023-01-16 19:55:23.150816,device_tracker.cph2371,home
2023-01-16 19:55:29.148086,device_tracker.cph2371,home
2023-01-16 19:55:35.478747,device_tracker.cph2371,home
2023-01-16 19:55:41.153433,device_tracker.cph2371,home
2023-01-16 19:55:46.160642,device_tracker.cph2371,home
2023-01-16 19:55:52.152126,device_tracker.cph2371,home
2023-01-16 19:55:57.155105,device_tracker.cph2371,home
2023-01-16 19:56:02.159813,device_tracker.cph2371,home
2023-01-16 19:56:08.157599,device_tracker.cph2371,home
2023-01-16 19:56:14.155937,device_tracker.cph2371,home
2023-01-16 19:56:20.140718,device_tracker.cph2371,home
2023-01-16 19:56:25.151556,device_tracker.cph2371,home
2023-01-16 19:56:30.156930,device_tracker.cph2371,home
2023-01-16 19:56:36.124717,device_tracker.cph2371,home
2023-01-16 19:56:41.142958,device_tracker.cph2371,home
2023-01-16 19:56:46.151261,device_tracker.cph2371,home
2023-01-16 19:56:51.153198,device_tracker.cph2371,home
2023-01-16 19:56:56.156444,device_tracker.cph2371,home
2023-01-16 19:57:02.147517,device_tracker.cph2371,home
2023-01-16 19:57:08.147759,device_tracker.cph2371,home
2023-01-16 19:57:13.149476,device_tracker.cph2371,home
2023-01-16 19:57:18.348252,device_tracker.cph2371,home
2023-01-16 19:57:24.150197,device_tracker.cph2371,home
2023-01-16 19:57:30.147997,device_tracker.cph2371,home
2023-01-16 19:57:35.154727,device_tracker.cph2371,home
2023-01-16 19:57:51.179437,device_tracker.cph2371,home
2023-01-16 19:57:57.164679,device_tracker.cph2371,home
2023-01-16 19:58:03.138664,device_tracker.cph2371,home
2023-01-16 19:58:08.145874,device_tracker.cph2371,home
2023-01-16 19:58:14.155963,device_tracker.cph2371,home
2023-01-16 20:58:55.598748,device_tracker.cph2371,home
2023-01-16 20:58:55.975739,sensor.cph2371_battery_level,69
2023-01-16 20:58:55.976780,sensor.cph2371_battery_temperature,20.9
2023-01-16 20:58:55.977599,sensor.cph2371_battery_power,0.0
2023-01-16 20:58:55.981512,sensor.cph2371_last_update_trigger,SensorWorker
2023-01-16 21:10:39.136480,device_tracker.cph2371,home
2023-01-16 21:13:56.525573,sensor.cph2371_battery_level,67
2023-01-16 21:13:56.526572,sensor.cph2371_battery_temperature,25.0
2023-01-16 21:13:56.527416,sensor.cph2371_battery_power,0.0
2023-01-16 21:20:42.014010,sensor.cph2371_battery_level,66
2023-01-16 21:20:42.015005,sensor.cph2371_battery_temperature,26.8
2023-01-16 21:20:42.015840,sensor.cph2371_battery_power,0.0
2023-01-16 21:20:42.016615,sensor.cph2371_last_update_trigger,android.net.wifi.STATE_CHANGE
2023-01-16 21:25:58.135682,device_tracker.cph2371,home
2023-01-16 21:29:02.424789,sensor.cph2371_battery_level,65
2023-01-16 21:29:02.425825,sensor.cph2371_battery_temperature,27.7
2023-01-16 21:29:02.426671,sensor.cph2371_battery_power,0.0
