last_updated,entity_id,state
2023-01-20 18:07:50.616102,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:07:55.087175,sensor.sm_a528b_app_memory,0.019
2023-01-20 18:07:55.090871,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:08:05.135573,sensor.sm_a528b_app_memory,0.022
2023-01-20 18:08:05.136983,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:08:05.765331,sensor.sm_a528b_app_rx_gb,0.0082
2023-01-20 18:08:05.767964,sensor.sm_a528b_app_memory,0.024
2023-01-20 18:08:05.770299,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:08:33.214757,sensor.sm_a528b_app_memory,0.014
2023-01-20 18:08:33.216198,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:08:35.667283,sensor.sm_a528b_detected_activity,unavailable
2023-01-20 18:08:35.667922,sensor.sm_a528b_app_rx_gb,unavailable
2023-01-20 18:08:35.668459,sensor.sm_a528b_app_memory,unavailable
2023-01-20 18:08:35.668955,sensor.sm_a528b_battery_level,unavailable
2023-01-20 18:08:35.669425,sensor.sm_a528b_battery_state,unavailable
2023-01-20 18:08:35.669876,sensor.sm_a528b_charger_type,unavailable
2023-01-20 18:08:35.670333,sensor.sm_a528b_battery_health,unavailable
2023-01-20 18:08:35.670820,sensor.sm_a528b_battery_temperature,unavailable
2023-01-20 18:08:35.673596,sensor.sm_a528b_battery_power,unavailable
2023-01-20 18:08:35.674229,binary_sensor.sm_a528b_is_charging,unavailable
2023-01-20 18:08:35.674724,device_tracker.sm_a528b,unavailable
2023-01-20 18:08:35.701752,sensor.sm_a528b_detected_activity,
2023-01-20 18:08:35.702173,sensor.sm_a528b_app_rx_gb,0.0082
2023-01-20 18:08:35.702571,sensor.sm_a528b_app_memory,0.014
2023-01-20 18:08:35.702891,sensor.sm_a528b_audio_mode,unknown
2023-01-20 18:08:35.703349,sensor.sm_a528b_battery_level,41
2023-01-20 18:08:35.703739,sensor.sm_a528b_battery_state,discharging
2023-01-20 18:08:35.704126,sensor.sm_a528b_charger_type,none
2023-01-20 18:08:35.704472,sensor.sm_a528b_battery_health,good
2023-01-20 18:08:35.704844,sensor.sm_a528b_battery_temperature,26.8
2023-01-20 18:08:35.705252,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:08:35.705568,binary_sensor.sm_a528b_is_charging,off
2023-01-20 18:08:35.708714,device_tracker.sm_a528b,unknown
2023-01-20 18:08:36.050590,sensor.sm_a528b_app_memory,0.017
2023-01-20 18:08:36.052676,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:08:53.413529,sensor.sm_a528b_app_memory,0.015
2023-01-20 18:08:53.414952,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:08:54.556732,sensor.sm_a528b_app_memory,0.018
2023-01-20 18:08:54.560183,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:09:24.472276,sensor.sm_a528b_detected_activity,unavailable
2023-01-20 18:09:24.472901,sensor.sm_a528b_app_rx_gb,unavailable
2023-01-20 18:09:24.473471,sensor.sm_a528b_app_memory,unavailable
2023-01-20 18:09:24.473949,sensor.sm_a528b_audio_mode,unavailable
2023-01-20 18:09:24.474473,sensor.sm_a528b_battery_level,unavailable
2023-01-20 18:09:24.474975,sensor.sm_a528b_battery_state,unavailable
2023-01-20 18:09:24.475451,sensor.sm_a528b_charger_type,unavailable
2023-01-20 18:09:24.475893,sensor.sm_a528b_battery_health,unavailable
2023-01-20 18:09:24.476400,sensor.sm_a528b_battery_temperature,unavailable
2023-01-20 18:09:24.480742,sensor.sm_a528b_battery_power,unavailable
2023-01-20 18:09:24.481322,binary_sensor.sm_a528b_is_charging,unavailable
2023-01-20 18:09:24.481818,device_tracker.sm_a528b,unavailable
2023-01-20 18:09:24.508832,sensor.sm_a528b_detected_activity,
2023-01-20 18:09:24.509472,sensor.sm_a528b_app_rx_gb,0.0082
2023-01-20 18:09:24.509916,sensor.sm_a528b_app_memory,0.018
2023-01-20 18:09:24.510340,sensor.sm_a528b_audio_mode,unknown
2023-01-20 18:09:24.510723,sensor.sm_a528b_battery_level,41
2023-01-20 18:09:24.511116,sensor.sm_a528b_battery_state,discharging
2023-01-20 18:09:24.514636,sensor.sm_a528b_charger_type,none
2023-01-20 18:09:24.515158,sensor.sm_a528b_battery_health,good
2023-01-20 18:09:24.515571,sensor.sm_a528b_battery_temperature,26.8
2023-01-20 18:09:24.515954,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:09:24.516293,binary_sensor.sm_a528b_headphones,unknown
2023-01-20 18:09:24.516632,binary_sensor.sm_a528b_music_active,unknown
2023-01-20 18:09:24.517000,binary_sensor.sm_a528b_is_charging,off
2023-01-20 18:09:24.517375,device_tracker.sm_a528b,unknown
2023-01-20 18:10:34.046175,sensor.sm_a528b_app_memory,0.015
2023-01-20 18:10:34.047573,sensor.sm_a528b_battery_level,40
2023-01-20 18:10:34.048858,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:10:37.689495,sensor.sm_a528b_app_memory,0.018
2023-01-20 18:10:37.694362,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:10:39.366162,sensor.sm_a528b_app_memory,0.021
2023-01-20 18:10:39.367316,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:10:39.981403,sensor.sm_a528b_app_memory,0.024
2023-01-20 18:10:39.985311,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:10:40.816987,sensor.sm_a528b_app_memory,0.018
2023-01-20 18:10:40.818278,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:09.883646,sensor.sm_a528b_detected_activity,unavailable
2023-01-20 18:11:09.884331,sensor.sm_a528b_app_rx_gb,unavailable
2023-01-20 18:11:09.884878,sensor.sm_a528b_app_memory,unavailable
2023-01-20 18:11:09.885374,sensor.sm_a528b_audio_mode,unavailable
2023-01-20 18:11:09.885873,sensor.sm_a528b_battery_level,unavailable
2023-01-20 18:11:09.886363,sensor.sm_a528b_battery_state,unavailable
2023-01-20 18:11:09.886811,sensor.sm_a528b_charger_type,unavailable
2023-01-20 18:11:09.887269,sensor.sm_a528b_battery_health,unavailable
2023-01-20 18:11:09.887753,sensor.sm_a528b_battery_temperature,unavailable
2023-01-20 18:11:09.891872,sensor.sm_a528b_battery_power,unavailable
2023-01-20 18:11:09.892389,binary_sensor.sm_a528b_headphones,unavailable
2023-01-20 18:11:09.892829,binary_sensor.sm_a528b_music_active,unavailable
2023-01-20 18:11:09.893325,binary_sensor.sm_a528b_is_charging,unavailable
2023-01-20 18:11:09.893802,device_tracker.sm_a528b,unavailable
2023-01-20 18:11:09.927625,sensor.sm_a528b_detected_activity,
2023-01-20 18:11:09.928305,sensor.sm_a528b_app_rx_gb,0.0082
2023-01-20 18:11:09.928910,sensor.sm_a528b_app_memory,0.018
2023-01-20 18:11:09.929503,sensor.sm_a528b_audio_mode,unknown
2023-01-20 18:11:09.930089,sensor.sm_a528b_battery_level,40
2023-01-20 18:11:09.930645,sensor.sm_a528b_battery_state,discharging
2023-01-20 18:11:09.931226,sensor.sm_a528b_charger_type,none
2023-01-20 18:11:09.931775,sensor.sm_a528b_battery_health,good
2023-01-20 18:11:09.932374,sensor.sm_a528b_battery_temperature,26.8
2023-01-20 18:11:09.932939,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:09.937255,binary_sensor.sm_a528b_headphones,off
2023-01-20 18:11:09.937634,binary_sensor.sm_a528b_music_active,off
2023-01-20 18:11:09.937952,binary_sensor.sm_a528b_is_charging,off
2023-01-20 18:11:09.938376,device_tracker.sm_a528b,unknown
2023-01-20 18:11:14.829824,sensor.sm_a528b_app_memory,0.021
2023-01-20 18:11:14.831981,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:15.466858,sensor.sm_a528b_app_rx_gb,0.0083
2023-01-20 18:11:15.468179,sensor.sm_a528b_app_memory,0.024
2023-01-20 18:11:15.469338,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:19.437895,sensor.sm_a528b_app_memory,0.02
2023-01-20 18:11:19.439336,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:20.589728,sensor.sm_a528b_app_memory,0.022
2023-01-20 18:11:20.593571,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:39.272304,sensor.sm_a528b_app_memory,0.025
2023-01-20 18:11:39.273634,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:46.687380,sensor.sm_a528b_app_memory,0.023
2023-01-20 18:11:46.690203,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:47.957222,sensor.sm_a528b_app_memory,0.025
2023-01-20 18:11:47.960623,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:48.644744,sensor.sm_a528b_app_memory,0.015
2023-01-20 18:11:48.646064,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:53.241479,sensor.sm_a528b_app_memory,0.022
2023-01-20 18:11:53.243113,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:54.685480,sensor.sm_a528b_app_memory,0.025
2023-01-20 18:11:54.693134,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:55.364799,sensor.sm_a528b_app_memory,0.017
2023-01-20 18:11:55.366144,sensor.sm_a528b_battery_power,0.0
2023-01-20 18:11:58.889425,sensor.sm_a528b_app_memory,0.025
